,Title,URL,IssueType,Labels
113,Script-based database initialization fails with an unhelpful error message when configured with a resource that points to a directory,https://github.com/spring-projects/spring-boot/issues/36787,Bug,0
114,Artemis ConnectionFactory is not configured when CachingConnectionFactory is missing and enabled properties are false,https://github.com/spring-projects/spring-boot/issues/36773,Bug,0
115,DatabaseDriver swallows real exception,https://github.com/spring-projects/spring-boot/issues/36760,Bug,0
116,Defining a custom ElasticsearchTransport causes the auto-configured JsonpMapper to back off,https://github.com/spring-projects/spring-boot/issues/36701,Bug,0
117,@ServiceConnection on a @Bean method does not work in sliced tests,https://github.com/spring-projects/spring-boot/issues/36661,Bug,0
118,RabbitMQ smoke test is missing a test,https://github.com/spring-projects/spring-boot/issues/36613,Bug,0
119,Tomcat warns about a missing +/- prefix when enabling multiple protocols through server.ssl.enabled-protocols,https://github.com/spring-projects/spring-boot/issues/36585,Bug,0
120,management.metrics.export.stackdriver properties are incomplete,https://github.com/spring-projects/spring-boot/issues/36560,Bug,0
121,management.wavefront.metrics.export properties are incomplete,https://github.com/spring-projects/spring-boot/issues/36557,Bug,0
122,management.metrics.export.signalfx properties are incomplete,https://github.com/spring-projects/spring-boot/issues/36554,Bug,0
123,JobLauncherApplicationRunner returns a success exit code even when no jobs have been run,https://github.com/spring-projects/spring-boot/issues/36533,Bug,0
124,Remove use of jakarta.annotation.PostConstruct,https://github.com/spring-projects/spring-boot/issues/36530,Bug,0
125,management.metrics.export.atlas properties are incomplete,https://github.com/spring-projects/spring-boot/issues/36527,Bug,0
126,Descriptions of started and ready time metrics contain time units but the unit may change when the metrics are exported,https://github.com/spring-projects/spring-boot/issues/36517,Bug,0
127,management.metrics.export.wavefront properties are incomplete,https://github.com/spring-projects/spring-boot/issues/36498,Bug,0
128,"Unlike other Spring Boot goals, process-aot and process-test-aot run on Maven reactor projects",https://github.com/spring-projects/spring-boot/issues/36495,Bug,0
129,Native reflection hints missing for nested properties declared in a superclass,https://github.com/spring-projects/spring-boot/issues/36449,Bug,0
130,Auto-configured ExemplarSampler bean only backs off when a DefaultExemplarSampler is defined,https://github.com/spring-projects/spring-boot/issues/36430,Bug,0
131,OTel Span is missing required attributes,https://github.com/spring-projects/spring-boot/issues/36425,Bug,0
132,Auto-configured JacksonJsonpMapper is conditional on an ObjectMapper bean but does not use such a bean,https://github.com/spring-projects/spring-boot/issues/36410,Bug,0
133,Only one health group can be exposed using management.endpoint.health.group.xxx.additional-path=server:/newpath when using Jersey,https://github.com/spring-projects/spring-boot/issues/36277,Bug,0
134,MockitoPostProcessor doesn't check FactoryBean.OBJECT_TYPE_ATTRIBUTE correctly,https://github.com/spring-projects/spring-boot/issues/36232,Bug,0
135,ImportsContextCustomizer does not support AliasFor,https://github.com/spring-projects/spring-boot/issues/36210,Bug,0
136,Saml2RelyingPartyRegistrationConfiguration can choose the wrong RelyingPartyRegistration.Builder when using a metadata file with multiple providers,https://github.com/spring-projects/spring-boot/issues/36164,Bug,0
137,ConfigurationPropertiesReportEndpoint does not display primitive wrapper types,https://github.com/spring-projects/spring-boot/issues/36161,Bug,0
138,ConfigurationPropertyName#equals is not symmetric when element has trailing dashes,https://github.com/spring-projects/spring-boot/issues/36146,Bug,0
139,Methods in KafkaConnectionDetails are named inconsistently,https://github.com/spring-projects/spring-boot/issues/36133,Bug,0
140,Java system properties can not be applied to RestTemplate HttpClient connection in some cases,https://github.com/spring-projects/spring-boot/issues/36124,Bug,0
141,Excluding auto-configuration class that relates to a TemplateAvailabilityProvider causes property binding to fail for native images,https://github.com/spring-projects/spring-boot/issues/36122,Bug,0
142,"When using Flyway 9.20.0, auto-configuration fails with a NoSuchMethodError due to the removal of Oracle-related methods from FluentConfiguration",https://github.com/spring-projects/spring-boot/issues/36100,Bug,0
143,Dependency management for Selenium 4.8.x is incorrect,https://github.com/spring-projects/spring-boot/issues/36093,Bug,0
144,Slice test annotations do not include SslAutoConfiguration,https://github.com/spring-projects/spring-boot/issues/36056,Bug,0
145,"When using SimpleClientHttpRequestFactory, non-GET requests sent with RestTemplate have the wrong HttpMethod when SSLBundles are used",https://github.com/spring-projects/spring-boot/issues/36007,Bug,0
146,JobLauncherApplicationRunner returns a success exit code even when no jobs have been run.,https://github.com/spring-projects/spring-boot/issues/35940,Bug,0
147,Spring Boot properties migrator can create circular references,https://github.com/spring-projects/spring-boot/issues/35934,Bug,0
148,Actuator loggers list endpoint throws exception on Log4J2 loggers with custom log levels,https://github.com/spring-projects/spring-boot/issues/35922,Bug,0
149,SSL configuration overwrites other WebClient customization,https://github.com/spring-projects/spring-boot/pull/35914,Bug,0
150,Validation is not applied for ConfigurationProperties that implement Validator and use @ConstructorBinding,https://github.com/spring-projects/spring-boot/issues/35913,Bug,0
151,Tracing only supports a single context propagation type,https://github.com/spring-projects/spring-boot/issues/35907,Bug,0
152,SpringApplication.from(…).with(…) adds its sources to every context that's created,https://github.com/spring-projects/spring-boot/issues/35873,Bug,0
153,Devtools does not support package-private main classes,https://github.com/spring-projects/spring-boot/issues/35865,Bug,0
154,Docker Compose connection details for MongoDB is missing the authSource option when authentication is configured,https://github.com/spring-projects/spring-boot/issues/35777,Bug,0
155,Processing of @EndpointCloudFoundryExtension logs a warnings as it does not use @AliasFor on its override of the endpoint attribute,https://github.com/spring-projects/spring-boot/issues/35766,Bug,0
156,Java 20 is supported but there's no value for it in the JavaVersion enum,https://github.com/spring-projects/spring-boot/issues/35764,Bug,0
157,SpringApplication.from(...) is hard to use with Kotlin,https://github.com/spring-projects/spring-boot/issues/35756,Bug,0
158,The error message is unhelpful when spring.rabbitmq.host is configured with a comma-separated value,https://github.com/spring-projects/spring-boot/pull/35684,Bug,0
159,Docker Compose support produces non-working native image,https://github.com/spring-projects/spring-boot/issues/35676,Bug,0
160,Metadata for spring.ssl properties are missing,https://github.com/spring-projects/spring-boot/pull/35667,Bug,0
161,The new support for testcontainers in Spring Boot 3.1.0 does not work with native tests,https://github.com/spring-projects/spring-boot/issues/35663,Bug,0
162,The spring.ssl properties metadata seems to be missing,https://github.com/spring-projects/spring-boot/issues/35656,Bug,0
163,PEM SSL bundles do not support encrypted PKCS8 private keys,https://github.com/spring-projects/spring-boot/issues/35652,Bug,0
164,"When a configuration properties bean is defined using a @Bean method, BindableRuntimeHintsRegistrar may incorrectly register hints for constructor binding",https://github.com/spring-projects/spring-boot/issues/35647,Bug,0
165,Enabling Spring Data Elasticsearch auditing causes application startup failure,https://github.com/spring-projects/spring-boot/issues/35610,Bug,0
166,Welcome page may return a 404 when an acceptable response cannot be produced,https://github.com/spring-projects/spring-boot/issues/35561,Bug,0
167,Docker compose dependency causes failures during Maven AOT processing,https://github.com/spring-projects/spring-boot/issues/35548,Bug,0
168,Defining a zipkin2.reporter.Reporter results in two reporter beans as the auto-configured AsyncReporter does not back off,https://github.com/spring-projects/spring-boot/issues/35546,Bug,0
169,Docker compose service readiness checks cannot be bypassed,https://github.com/spring-projects/spring-boot/issues/35545,Bug,0
170,Many spring.security.oauth2.authorizationserver properties do not have default values,https://github.com/spring-projects/spring-boot/pull/35460,Bug,0
171,Default for spring.flway.execute-in-transaction is not aligned with Flyway's default,https://github.com/spring-projects/spring-boot/pull/35447,Bug,0
172,developmentOnly dependencies are included in the AOT processing classpath,https://github.com/spring-projects/spring-boot/issues/35444,Bug,0
173,Restarts are slow when using spring-boot-devtools and spring-boot-docker-compose,https://github.com/spring-projects/spring-boot/issues/35435,Bug,0
174,Hibernate 6.2 doesn't work in native-image: No available JtaPlatform candidates,https://github.com/spring-projects/spring-boot/issues/35425,Bug,0
175,Loading application.yml fails with NoSuchMethodError when using SnakeYAML 2.0,https://github.com/spring-projects/spring-boot/issues/35415,Bug,0
176,CloudFoundry integration does not use endpoint path mappings,https://github.com/spring-projects/spring-boot/issues/35412,Bug,0
177,"In a native image, configuration property binding fails when the target has package-private getters and setters",https://github.com/spring-projects/spring-boot/issues/35400,Bug,0
178,Invalid reference format error when tagging images using Podman,https://github.com/spring-projects/spring-boot/issues/35396,Bug,0
179,App startup fails with confusing message when a Docker Compose file is not found,https://github.com/spring-projects/spring-boot/issues/35383,Bug,0
180,WebClient auto-configuration tries to use HttpComponentsClientHttpConnector when all required classes are not present,https://github.com/spring-projects/spring-boot/issues/35381,Bug,0
181,MinIdle and MaxValidationTime properties missing for R2DBC pools,https://github.com/spring-projects/spring-boot/issues/35379,Bug,0
182,Anonymous requests to the token endpoint are redirected to the Spring Security login page instead of receiving a 401 response,https://github.com/spring-projects/spring-boot/pull/35368,Bug,0
183,Application yaml files cannot be loaded when they exceed 3mb,https://github.com/spring-projects/spring-boot/issues/35367,Bug,0
184,Can't use PEM encoded PKCS#8 EC keys with server.ssl.certificate-private-key,https://github.com/spring-projects/spring-boot/issues/35365,Bug,0
185,DisableObservabilityContextCustomizer can't be switched off through properties,https://github.com/spring-projects/spring-boot/issues/35360,Bug,0
186,@AutoConfigureObservability has unintentional consequences on integration tests,https://github.com/spring-projects/spring-boot/issues/35354,Bug,0
187,Tracking of artifact dependency coordinates by BootJar and BootWar may break artifact transforms in sub-projects,https://github.com/spring-projects/spring-boot/issues/35328,Bug,0
188,Webflux server gracefulshutdown throws NullPointerException,https://github.com/spring-projects/spring-boot/issues/35270,Bug,0
189,Health actuator mail details shows the port as -1 when using the default port,https://github.com/spring-projects/spring-boot/issues/35255,Bug,0
190,Some Maven goal parameters have inaccurate descriptions and since versions,https://github.com/spring-projects/spring-boot/issues/35250,Bug,0
191,SessionRepositoryFilterConfiguration can cause early initialization of SessionRepository beans including Redis,https://github.com/spring-projects/spring-boot/issues/35242,Bug,0
192,Devtools main method search algorithm can find incorrect main method,https://github.com/spring-projects/spring-boot/issues/35221,Bug,0
193,Circular reference error with RestTemplateBuilder and getDataSource Bean,https://github.com/spring-projects/spring-boot/issues/35217,Bug,0
194,TestTypeExcludeFilter is not applied when using SpringApplication.from,https://github.com/spring-projects/spring-boot/issues/35206,Bug,0
195,@ServiceConnection annotation causes early bean initialization,https://github.com/spring-projects/spring-boot/issues/35168,Bug,0
196,"@ServletComponentScan causes AOT processing to fail with ""Code generation is not supported for bean definitions declaring an instance supplier callback""",https://github.com/spring-projects/spring-boot/issues/35160,Bug,0
197,Treating a null Flyway-specific password as an empty string prevents the use of PGPASS for authentication,https://github.com/spring-projects/spring-boot/issues/35132,Bug,0
198,Containers managed by TestcontainersLifecycleBeanPostProcessor are closed twice,https://github.com/spring-projects/spring-boot/pull/35120,Bug,0
199,spring-boot-testcontainers does not add org.testcontainers:testcontainers to the compile classpath of consumers,https://github.com/spring-projects/spring-boot/pull/35119,Bug,0
200,ApplicationAvailability bean is auto-configured even if a custom one is already present,https://github.com/spring-projects/spring-boot/issues/35069,Bug,0
201,Gradle Spring Boot plugin with Kotlin DSL does not support includeProjectDependencies in bootJar > layered > dependencies configuration,https://github.com/spring-projects/spring-boot/issues/35036,Bug,0
202,Hints for including Liquibase changelogs in a native image are unnecessarily narrow ,https://github.com/spring-projects/spring-boot/issues/34936,Bug,0
203,"Unlike @EnableBatchProcessing, auto-configuration for Spring Batch does not enable observability of steps and jobs",https://github.com/spring-projects/spring-boot/issues/34867,Bug,0
204,Cassandra default configuration substitutions don't resolve against configuration derived from spring.data.cassandra properties,https://github.com/spring-projects/spring-boot/issues/34800,Bug,0
205,Banner placeholders use default values too soon,https://github.com/spring-projects/spring-boot/issues/34793,Bug,0
206,Service connections from a test class's enclosing class are not found,https://github.com/spring-projects/spring-boot/issues/34790,Bug,0
207,spring-boot-starter-oauth2-authorization-server is missing from spring-boot-dependencies,https://github.com/spring-projects/spring-boot/issues/34785,Bug,0
208,Nested test classes don't inherit properties from slice test annotations on enclosing class,https://github.com/spring-projects/spring-boot/issues/34782,Bug,0
209,DataSource auto-configuration does not use the driver class name from JdbcConnectionDetails,https://github.com/spring-projects/spring-boot/issues/34777,Bug,0
210,Kafka autoconfiguration fails to resolve spring.kafka.bootstrap-servers when using Testcontainers' KafkaContainer,https://github.com/spring-projects/spring-boot/issues/34770,Bug,0
211,Maven compiler plugin configuration should not include source and target as maven.compiler.release is already set,https://github.com/spring-projects/spring-boot/pull/34761,Bug,0
212,Hints for including Liquibase changelogs in a native image are unnecessarily narrow,https://github.com/spring-projects/spring-boot/issues/34678,Bug,0
213,EmbeddedWebServerFactoryCustomizerAutoConfiguration should not run when embedded web server is not configured,https://github.com/spring-projects/spring-boot/issues/34660,Bug,0
214,@ConfigurationPropertiesBinding converters are not invoked for target types that can be converted by ObjectToObjectConverter,https://github.com/spring-projects/spring-boot/issues/34631,Bug,0
215,Mocks are not reset between nested tests if WebFluxTest has properties set,https://github.com/spring-projects/spring-boot/issues/34629,Bug,0
216,StandardConfigDataResource can import the same file twice if the classpath includes '.',https://github.com/spring-projects/spring-boot/issues/34618,Bug,0
217,Some of the deprecated spring.security.saml2.relyingparty.registration.*.identityprovider.* properties are ignored,https://github.com/spring-projects/spring-boot/issues/34525,Bug,0
218,Native reflection hints generated for @ConfigurationProperties when used on @Bean methods are incorrect when the properties class has a non-default constructor,https://github.com/spring-projects/spring-boot/issues/34507,Bug,0
219,Image builds with podman fail when image buildpacks are configured,https://github.com/spring-projects/spring-boot/issues/34496,Bug,0
220,Maven plugin uses timezone-local timestamps when outputTimestamp is used,https://github.com/spring-projects/spring-boot/issues/34431,Bug,0
221,Spring Boot 3 does not provide a configuration property for configuring red metrics custom tag keys,https://github.com/spring-projects/spring-boot/issues/34425,Bug,0
222,org.springframework.boot.web.embedded.jetty.GracefulShutdown uses the wrong class to create its logger,https://github.com/spring-projects/spring-boot/issues/34420,Bug,0
